"SKU","Tamanho Pedido","Loja","Data da Venda","Código Cliente","Preço Unitário","Faturamento","Marca","Categoria"
"HL1009","3","Rio de Janeiro","8/4/2017","625","R$ 1,400.00","R$ 4,200.00","Motorola","Celular"
"HL1001","3","Guarulhos","8/4/2017","37","R$ 2,600.00","R$ 7,800.00","LG","Televisão"
"HL1005","1","Fortaleza","8/4/2017","279","R$ 1,500.00","R$ 1,500.00","Canon","Câmera"
"HL1009","5","São Paulo","8/4/2017","424","R$ 1,400.00","R$ 7,000.00","Motorola","Celular"
"HL1015","1","São Paulo","8/4/2017","235","R$ 700.00","R$ 700.00","Sony","Câmera"
"HL1015","2","Salvador","8/4/2017","800","R$ 700.00","R$ 1,400.00","Sony","Câmera"
"HL1021","2","Recife","8/4/2017","158","R$ 3,000.00","R$ 6,000.00","Samsung","Celular"
"HL1001","5","Rio de Janeiro","8/4/2017","377","R$ 2,600.00","R$ 13,000.00","LG","Televisão"
"HL1015","2","Guarulhos","8/4/2017","600","R$ 700.00","R$ 1,400.00","Sony","Câmera"
"HL1018","5","Curitiba","8/4/2017","442","R$ 1,200.00","R$ 6,000.00","Xiaomi","Smart Watch"
"HL1001","4","Recife","8/4/2017","254","R$ 2,600.00","R$ 10,400.00","LG","Televisão"
"HL1024","4","Rio de Janeiro","8/4/2017","213","R$ 2,400.00","R$ 9,600.00","Acer","Notebook"
"HL1023","3","Fortaleza","8/4/2017","458","R$ 1,500.00","R$ 4,500.00","Samsung","Notebook"
"HL1023","1","Curitiba","8/4/2017","338","R$ 1,500.00","R$ 1,500.00","Samsung","Notebook"
"HL1005","3","Campinas","8/4/2017","208","R$ 1,500.00","R$ 4,500.00","Canon","Câmera"
"HL1010","3","Rio de Janeiro","9/4/2017","362","R$ 1,900.00","R$ 5,700.00","Apple","Celular"
"HL1003","3","Recife","9/4/2017","335","R$ 4,500.00","R$ 13,500.00","Samsung","Celular"
"HL1018","5","Salvador","9/4/2017","232","R$ 1,200.00","R$ 6,000.00","Xiaomi","Smart Watch"
"HL1024","5","Nova Iguaçu","9/4/2017","516","R$ 2,400.00","R$ 12,000.00","Acer","Notebook"
"HL1021","1","Goiânia","9/4/2017","147","R$ 3,000.00","R$ 3,000.00","Samsung","Celular"
"HL1008","5","Fortaleza","9/4/2017","740","R$ 2,000.00","R$ 10,000.00","Philco","Televisão"
"HL1013","5","São Paulo","9/4/2017","665","R$ 1,550.00","R$ 7,750.00","Nikon","Câmera"
"HL1021","4","Rio de Janeiro","9/4/2017","368","R$ 3,000.00","R$ 12,000.00","Samsung","Celular"
"HL1009","4","Campinas","9/4/2017","243","R$ 1,400.00","R$ 5,600.00","Motorola","Celular"
"HL1012","4","Fortaleza","9/4/2017","599","R$ 5,500.00","R$ 22,000.00","Dell","Notebook"
"HL1015","5","Recife","9/4/2017","370","R$ 700.00","R$ 3,500.00","Sony","Câmera"
"HL1001","3","Campinas","9/4/2017","659","R$ 2,600.00","R$ 7,800.00","LG","Televisão"
"HL1007","1","Fortaleza","9/4/2017","719","R$ 2,300.00","R$ 2,300.00","Dell","Notebook"
"HL1015","1","Salvador","9/4/2017","396","R$ 700.00","R$ 700.00","Sony","Câmera"
"HL1020","2","Recife","9/4/2017","32","R$ 1,500.00","R$ 3,000.00","Motorola","Celular"
"HL1001","3","Recife","9/4/2017","227","R$ 2,600.00","R$ 7,800.00","LG","Televisão"
"HL1007","3","Salvador","10/4/2017","109","R$ 2,300.00","R$ 6,900.00","Dell","Notebook"
"HL1011","1","Belo Horizonte","10/4/2017","295","R$ 2,000.00","R$ 2,000.00","Samsung","Tablet"
"HL1019","2","Salvador","10/4/2017","15","R$ 6,500.00","R$ 13,000.00","Apple","Celular"
"HL1020","5","São Paulo","10/4/2017","224","R$ 1,500.00","R$ 7,500.00","Motorola","Celular"
"HL1007","1","Rio de Janeiro","10/4/2017","476","R$ 2,300.00","R$ 2,300.00","Dell","Notebook"
"HL1018","3","Recife","10/4/2017","370","R$ 1,200.00","R$ 3,600.00","Xiaomi","Smart Watch"
"HL1009","1","Goiânia","10/4/2017","296","R$ 1,400.00","R$ 1,400.00","Motorola","Celular"
"HL1017","3","Belo Horizonte","10/4/2017","441","R$ 5,200.00","R$ 15,600.00","Samsung","Televisão"
"HL1005","1","São Paulo","10/4/2017","773","R$ 1,500.00","R$ 1,500.00","Canon","Câmera"
"HL1023","5","São Paulo","10/4/2017","320","R$ 1,500.00","R$ 7,500.00","Samsung","Notebook"
"HL1018","3","São Paulo","10/4/2017","105","R$ 1,200.00","R$ 3,600.00","Xiaomi","Smart Watch"
"HL1013","1","Porto Alegre","10/4/2017","361","R$ 1,550.00","R$ 1,550.00","Nikon","Câmera"
"HL1015","1","Salvador","10/4/2017","396","R$ 700.00","R$ 700.00","Sony","Câmera"
"HL1023","4","Salvador","10/4/2017","594","R$ 1,500.00","R$ 6,000.00","Samsung","Notebook"
"HL1023","2","Curitiba","10/4/2017","774","R$ 1,500.00","R$ 3,000.00","Samsung","Notebook"
"HL1008","3","Guarulhos","10/4/2017","287","R$ 2,000.00","R$ 6,000.00","Philco","Televisão"
"HL1009","1","Fortaleza","10/4/2017","255","R$ 1,400.00","R$ 1,400.00","Motorola","Celular"
"HL1012","4","Belo Horizonte","10/4/2017","23","R$ 5,500.00","R$ 22,000.00","Dell","Notebook"
"HL1005","4","Guarulhos","11/4/2017","538","R$ 1,500.00","R$ 6,000.00","Canon","Câmera"
"HL1008","3","Guarulhos","11/4/2017","392","R$ 2,000.00","R$ 6,000.00","Philco","Televisão"
"HL1006","2","Nova Iguaçu","11/4/2017","647","R$ 1,400.00","R$ 2,800.00","Samsung","Televisão"
"HL1021","5","Salvador","11/4/2017","100","R$ 3,000.00","R$ 15,000.00","Samsung","Celular"
"HL1018","5","São Paulo","11/4/2017","49","R$ 1,200.00","R$ 6,000.00","Xiaomi","Smart Watch"
"HL1023","3","São Paulo","11/4/2017","641","R$ 1,500.00","R$ 4,500.00","Samsung","Notebook"
"HL1024","5","Curitiba","11/4/2017","803","R$ 2,400.00","R$ 12,000.00","Acer","Notebook"
"HL1001","5","São Paulo","11/4/2017","319","R$ 2,600.00","R$ 13,000.00","LG","Televisão"
"HL1008","1","Rio de Janeiro","11/4/2017","76","R$ 2,000.00","R$ 2,000.00","Philco","Televisão"
"HL1010","2","Salvador","11/4/2017","712","R$ 1,900.00","R$ 3,800.00","Apple","Celular"
"HL1020","1","Guarulhos","11/4/2017","206","R$ 1,500.00","R$ 1,500.00","Motorola","Celular"
"HL1009","3","Salvador","11/4/2017","396","R$ 1,400.00","R$ 4,200.00","Motorola","Celular"
"HL1006","2","São Paulo","12/4/2017","617","R$ 1,400.00","R$ 2,800.00","Samsung","Televisão"
"HL1009","2","Fortaleza","12/4/2017","580","R$ 1,400.00","R$ 2,800.00","Motorola","Celular"
"HL1018","4","Recife","12/4/2017","616","R$ 1,200.00","R$ 4,800.00","Xiaomi","Smart Watch"
"HL1010","5","Fortaleza","12/4/2017","354","R$ 1,900.00","R$ 9,500.00","Apple","Celular"
"HL1009","3","Rio de Janeiro","12/4/2017","107","R$ 1,400.00","R$ 4,200.00","Motorola","Celular"
"HL1014","2","Salvador","12/4/2017","534","R$ 1,100.00","R$ 2,200.00","Samsung","Celular"
"HL1003","5","Fortaleza","12/4/2017","735","R$ 4,500.00","R$ 22,500.00","Samsung","Celular"
"HL1005","3","Recife","12/4/2017","805","R$ 1,500.00","R$ 4,500.00","Canon","Câmera"
"HL1006","5","Porto Alegre","12/4/2017","72","R$ 1,400.00","R$ 7,000.00","Samsung","Televisão"
"HL1019","2","Niterói","12/4/2017","514","R$ 6,500.00","R$ 13,000.00","Apple","Celular"
"HL1009","5","Porto Alegre","12/4/2017","644","R$ 1,400.00","R$ 7,000.00","Motorola","Celular"
"HL1003","1","Goiânia","12/4/2017","532","R$ 4,500.00","R$ 4,500.00","Samsung","Celular"
"HL1006","4","Salvador","12/4/2017","31","R$ 1,400.00","R$ 5,600.00","Samsung","Televisão"
"HL1007","5","Belo Horizonte","12/4/2017","413","R$ 2,300.00","R$ 11,500.00","Dell","Notebook"
"HL1008","2","Goiânia","12/4/2017","274","R$ 2,000.00","R$ 4,000.00","Philco","Televisão"
"HL1007","5","São Paulo","12/4/2017","797","R$ 2,300.00","R$ 11,500.00","Dell","Notebook"
"HL1009","4","Guarulhos","12/4/2017","356","R$ 1,400.00","R$ 5,600.00","Motorola","Celular"
"HL1015","5","Guarulhos","12/4/2017","207","R$ 700.00","R$ 3,500.00","Sony","Câmera"
"HL1023","4","São Paulo","12/4/2017","79","R$ 1,500.00","R$ 6,000.00","Samsung","Notebook"
"HL1001","2","São Paulo","5/5/2017","160","R$ 2,600.00","R$ 5,200.00","LG","Televisão"
"HL1015","3","Curitiba","5/5/2017","498","R$ 700.00","R$ 2,100.00","Sony","Câmera"
"HL1002","1","Curitiba","5/5/2017","699","R$ 2,500.00","R$ 2,500.00","Apple","Celular"
"HL1017","1","Rio de Janeiro","5/5/2017","213","R$ 5,200.00","R$ 5,200.00","Samsung","Televisão"
"HL1021","4","Nova Iguaçu","5/5/2017","711","R$ 3,000.00","R$ 12,000.00","Samsung","Celular"
"HL1017","4","São Paulo","5/5/2017","797","R$ 5,200.00","R$ 20,800.00","Samsung","Televisão"
"HL1009","5","São Paulo","5/5/2017","316","R$ 1,400.00","R$ 7,000.00","Motorola","Celular"
"HL1013","2","Salvador","5/5/2017","168","R$ 1,550.00","R$ 3,100.00","Nikon","Câmera"
"HL1009","1","Curitiba","5/5/2017","95","R$ 1,400.00","R$ 1,400.00","Motorola","Celular"
"HL1009","5","Guarulhos","5/5/2017","548","R$ 1,400.00","R$ 7,000.00","Motorola","Celular"
"HL1001","3","Fortaleza","5/5/2017","802","R$ 2,600.00","R$ 7,800.00","LG","Televisão"
"HL1015","2","Salvador","5/5/2017","109","R$ 700.00","R$ 1,400.00","Sony","Câmera"
"HL1017","1","Curitiba","5/5/2017","7","R$ 5,200.00","R$ 5,200.00","Samsung","Televisão"
"HL1015","2","Fortaleza","5/5/2017","255","R$ 700.00","R$ 1,400.00","Sony","Câmera"
"HL1001","2","São Paulo","5/5/2017","776","R$ 2,600.00","R$ 5,200.00","LG","Televisão"
"HL1015","2","Salvador","6/5/2017","109","R$ 700.00","R$ 1,400.00","Sony","Câmera"
"HL1013","4","São Paulo","6/5/2017","202","R$ 1,550.00","R$ 6,200.00","Nikon","Câmera"
"HL1021","3","Curitiba","6/5/2017","743","R$ 3,000.00","R$ 9,000.00","Samsung","Celular"
"HL1005","5","Recife","6/5/2017","39","R$ 1,500.00","R$ 7,500.00","Canon","Câmera"
"HL1013","2","Curitiba","6/5/2017","293","R$ 1,550.00","R$ 3,100.00","Nikon","Câmera"
"HL1002","5","Curitiba","6/5/2017","343","R$ 2,500.00","R$ 12,500.00","Apple","Celular"
"HL1008","4","Salvador","6/5/2017","245","R$ 2,000.00","R$ 8,000.00","Philco","Televisão"
"HL1007","5","São Paulo","6/5/2017","400","R$ 2,300.00","R$ 11,500.00","Dell","Notebook"
"HL1002","1","Recife","6/5/2017","81","R$ 2,500.00","R$ 2,500.00","Apple","Celular"
"HL1008","3","Porto Alegre","6/5/2017","112","R$ 2,000.00","R$ 6,000.00","Philco","Televisão"
"HL1011","3","Fortaleza","6/5/2017","354","R$ 2,000.00","R$ 6,000.00","Samsung","Tablet"
"HL1007","2","Salvador","6/5/2017","765","R$ 2,300.00","R$ 4,600.00","Dell","Notebook"
"HL1021","4","Rio de Janeiro","6/5/2017","195","R$ 3,000.00","R$ 12,000.00","Samsung","Celular"
"HL1005","2","São Paulo","6/5/2017","429","R$ 1,500.00","R$ 3,000.00","Canon","Câmera"
"HL1009","4","Fortaleza","6/5/2017","471","R$ 1,400.00","R$ 5,600.00","Motorola","Celular"
"HL1018","3","Salvador","6/5/2017","164","R$ 1,200.00","R$ 3,600.00","Xiaomi","Smart Watch"
"HL1008","2","Belo Horizonte","6/5/2017","295","R$ 2,000.00","R$ 4,000.00","Philco","Televisão"
"HL1007","1","Porto Alegre","6/5/2017","436","R$ 2,300.00","R$ 2,300.00","Dell","Notebook"
"HL1012","3","Recife","6/5/2017","342","R$ 5,500.00","R$ 16,500.00","Dell","Notebook"
"HL1020","5","Rio de Janeiro","6/5/2017","259","R$ 1,500.00","R$ 7,500.00","Motorola","Celular"
"HL1018","3","São Paulo","6/5/2017","202","R$ 1,200.00","R$ 3,600.00","Xiaomi","Smart Watch"
"HL1001","2","Rio de Janeiro","7/5/2017","571","R$ 2,600.00","R$ 5,200.00","LG","Televisão"
"HL1008","4","Goiânia","7/5/2017","738","R$ 2,000.00","R$ 8,000.00","Philco","Televisão"
"HL1024","5","Rio de Janeiro","7/5/2017","694","R$ 2,400.00","R$ 12,000.00","Acer","Notebook"
"HL1008","3","Belo Horizonte","7/5/2017","418","R$ 2,000.00","R$ 6,000.00","Philco","Televisão"
"HL1006","2","São Paulo","7/5/2017","261","R$ 1,400.00","R$ 2,800.00","Samsung","Televisão"
"HL1001","1","Salvador","7/5/2017","765","R$ 2,600.00","R$ 2,600.00","LG","Televisão"
"HL1023","4","Fortaleza","7/5/2017","781","R$ 1,500.00","R$ 6,000.00","Samsung","Notebook"
"HL1002","3","Salvador","7/5/2017","31","R$ 2,500.00","R$ 7,500.00","Apple","Celular"
"HL1001","4","São Paulo","7/5/2017","389","R$ 2,600.00","R$ 10,400.00","LG","Televisão"
"HL1001","4","São Paulo","7/5/2017","641","R$ 2,600.00","R$ 10,400.00","LG","Televisão"
"HL1010","4","Fortaleza","7/5/2017","507","R$ 1,900.00","R$ 7,600.00","Apple","Celular"
"HL1008","2","São Paulo","7/5/2017","753","R$ 2,000.00","R$ 4,000.00","Philco","Televisão"
"HL1009","4","São Paulo","7/5/2017","79","R$ 1,400.00","R$ 5,600.00","Motorola","Celular"
"HL1023","2","Guarulhos","7/5/2017","206","R$ 1,500.00","R$ 3,000.00","Samsung","Notebook"
"HL1002","3","Fortaleza","7/5/2017","363","R$ 2,500.00","R$ 7,500.00","Apple","Celular"
"HL1015","4","São Paulo","7/5/2017","608","R$ 700.00","R$ 2,800.00","Sony","Câmera"
"HL1017","5","Niterói","7/5/2017","401","R$ 5,200.00","R$ 26,000.00","Samsung","Televisão"
"HL1007","5","São Paulo","7/5/2017","408","R$ 2,300.00","R$ 11,500.00","Dell","Notebook"
"HL1009","4","São Paulo","7/5/2017","698","R$ 1,400.00","R$ 5,600.00","Motorola","Celular"
"HL1009","5","Curitiba","7/5/2017","412","R$ 1,400.00","R$ 7,000.00","Motorola","Celular"
"HL1015","2","Belo Horizonte","7/5/2017","721","R$ 700.00","R$ 1,400.00","Sony","Câmera"
"HL1023","3","Salvador","7/5/2017","675","R$ 1,500.00","R$ 4,500.00","Samsung","Notebook"
"HL1018","5","Recife","8/5/2017","234","R$ 1,200.00","R$ 6,000.00","Xiaomi","Smart Watch"
"HL1003","4","Recife","8/5/2017","547","R$ 4,500.00","R$ 18,000.00","Samsung","Celular"
"HL1006","1","Guarulhos","8/5/2017","83","R$ 1,400.00","R$ 1,400.00","Samsung","Televisão"
"HL1007","3","São Paulo","8/5/2017","408","R$ 2,300.00","R$ 6,900.00","Dell","Notebook"
"HL1023","3","Guarulhos","8/5/2017","399","R$ 1,500.00","R$ 4,500.00","Samsung","Notebook"
"HL1009","2","São Paulo","8/5/2017","429","R$ 1,400.00","R$ 2,800.00","Motorola","Celular"
"HL1009","4","São Paulo","8/5/2017","737","R$ 1,400.00","R$ 5,600.00","Motorola","Celular"
"HL1007","1","Salvador","8/5/2017","534","R$ 2,300.00","R$ 2,300.00","Dell","Notebook"
"HL1024","1","Guarulhos","8/5/2017","302","R$ 2,400.00","R$ 2,400.00","Acer","Notebook"
"HL1007","5","Salvador","8/5/2017","752","R$ 2,300.00","R$ 11,500.00","Dell","Notebook"
"HL1006","1","Rio de Janeiro","8/5/2017","284","R$ 1,400.00","R$ 1,400.00","Samsung","Televisão"
"HL1001","5","Belo Horizonte","8/5/2017","631","R$ 2,600.00","R$ 13,000.00","LG","Televisão"
"HL1004","5","Rio de Janeiro","8/5/2017","3","R$ 1,750.00","R$ 8,750.00","Apple","Smart Watch"
"HL1007","1","Campinas","8/5/2017","656","R$ 2,300.00","R$ 2,300.00","Dell","Notebook"
"HL1007","3","Curitiba","8/5/2017","1","R$ 2,300.00","R$ 6,900.00","Dell","Notebook"
"HL1001","1","Recife","8/5/2017","144","R$ 2,600.00","R$ 2,600.00","LG","Televisão"
"HL1007","2","São Paulo","9/5/2017","406","R$ 2,300.00","R$ 4,600.00","Dell","Notebook"
"HL1006","4","São Paulo","9/5/2017","540","R$ 1,400.00","R$ 5,600.00","Samsung","Televisão"
"HL1012","4","Rio de Janeiro","9/5/2017","817","R$ 5,500.00","R$ 22,000.00","Dell","Notebook"
"HL1023","5","Rio de Janeiro","9/5/2017","744","R$ 1,500.00","R$ 7,500.00","Samsung","Notebook"
"HL1021","2","Fortaleza","9/5/2017","580","R$ 3,000.00","R$ 6,000.00","Samsung","Celular"
"HL1015","3","Nova Iguaçu","9/5/2017","25","R$ 700.00","R$ 2,100.00","Sony","Câmera"
"HL1009","3","Campinas","9/5/2017","670","R$ 1,400.00","R$ 4,200.00","Motorola","Celular"
"HL1018","4","Recife","9/5/2017","672","R$ 1,200.00","R$ 4,800.00","Xiaomi","Smart Watch"
"HL1015","4","São Paulo","9/5/2017","737","R$ 700.00","R$ 2,800.00","Sony","Câmera"
"HL1015","1","Salvador","9/5/2017","396","R$ 700.00","R$ 700.00","Sony","Câmera"
"HL1020","1","São Paulo","9/5/2017","484","R$ 1,500.00","R$ 1,500.00","Motorola","Celular"
"HL1018","3","Rio de Janeiro","9/5/2017","298","R$ 1,200.00","R$ 3,600.00","Xiaomi","Smart Watch"
"HL1015","4","São Paulo","9/5/2017","728","R$ 700.00","R$ 2,800.00","Sony","Câmera"
"HL1010","2","Rio de Janeiro","9/5/2017","107","R$ 1,900.00","R$ 3,800.00","Apple","Celular"
"HL1020","3","São Paulo","9/5/2017","314","R$ 1,500.00","R$ 4,500.00","Motorola","Celular"
"HL1024","3","Curitiba","9/5/2017","239","R$ 2,400.00","R$ 7,200.00","Acer","Notebook"
"HL1023","4","Recife","9/5/2017","805","R$ 1,500.00","R$ 6,000.00","Samsung","Notebook"
"HL1022","2","São Paulo","9/5/2017","718","R$ 750.00","R$ 1,500.00","Apple","Tablet"
"HL1005","5","Fortaleza","9/5/2017","354","R$ 1,500.00","R$ 7,500.00","Canon","Câmera"
"HL1019","4","Recife","9/5/2017","32","R$ 6,500.00","R$ 26,000.00","Apple","Celular"
"HL1018","4","Rio de Janeiro","9/5/2017","52","R$ 1,200.00","R$ 4,800.00","Xiaomi","Smart Watch"
"HL1015","2","São Paulo","9/5/2017","104","R$ 700.00","R$ 1,400.00","Sony","Câmera"
"HL1024","2","Salvador","10/5/2017","156","R$ 2,400.00","R$ 4,800.00","Acer","Notebook"
"HL1024","5","Niterói","10/5/2017","454","R$ 2,400.00","R$ 12,000.00","Acer","Notebook"
"HL1023","2","Rio de Janeiro","10/5/2017","20","R$ 1,500.00","R$ 3,000.00","Samsung","Notebook"
"HL1009","4","Salvador","10/5/2017","275","R$ 1,400.00","R$ 5,600.00","Motorola","Celular"
"HL1015","3","Rio de Janeiro","10/5/2017","558","R$ 700.00","R$ 2,100.00","Sony","Câmera"
"HL1023","1","Nova Iguaçu","10/5/2017","568","R$ 1,500.00","R$ 1,500.00","Samsung","Notebook"
"HL1010","3","Fortaleza","10/5/2017","657","R$ 1,900.00","R$ 5,700.00","Apple","Celular"
"HL1003","2","Rio de Janeiro","10/5/2017","3","R$ 4,500.00","R$ 9,000.00","Samsung","Celular"
"HL1018","2","Porto Alegre","10/5/2017","404","R$ 1,200.00","R$ 2,400.00","Xiaomi","Smart Watch"
"HL1007","1","Porto Alegre","10/5/2017","592","R$ 2,300.00","R$ 2,300.00","Dell","Notebook"
"HL1024","3","Recife","10/5/2017","254","R$ 2,400.00","R$ 7,200.00","Acer","Notebook"
"HL1019","4","Fortaleza","10/5/2017","580","R$ 6,500.00","R$ 26,000.00","Apple","Celular"
"HL1002","4","Fortaleza","10/5/2017","366","R$ 2,500.00","R$ 10,000.00","Apple","Celular"
"HL1019","2","Recife","10/5/2017","777","R$ 6,500.00","R$ 13,000.00","Apple","Celular"
"HL1008","4","Porto Alegre","10/5/2017","218","R$ 2,000.00","R$ 8,000.00","Philco","Televisão"
"HL1018","5","São Paulo","10/5/2017","104","R$ 1,200.00","R$ 6,000.00","Xiaomi","Smart Watch"
"HL1020","4","Campinas","10/5/2017","192","R$ 1,500.00","R$ 6,000.00","Motorola","Celular"
"HL1001","5","Belo Horizonte","10/5/2017","475","R$ 2,600.00","R$ 13,000.00","LG","Televisão"
"HL1003","4","São Paulo","11/5/2017","235","R$ 4,500.00","R$ 18,000.00","Samsung","Celular"
"HL1008","3","Rio de Janeiro","11/5/2017","336","R$ 2,000.00","R$ 6,000.00","Philco","Televisão"
"HL1008","1","Fortaleza","11/5/2017","507","R$ 2,000.00","R$ 2,000.00","Philco","Televisão"
"HL1023","4","Guarulhos","11/5/2017","101","R$ 1,500.00","R$ 6,000.00","Samsung","Notebook"
"HL1015","3","Guarulhos","11/5/2017","242","R$ 700.00","R$ 2,100.00","Sony","Câmera"
"HL1007","1","Rio de Janeiro","11/5/2017","76","R$ 2,300.00","R$ 2,300.00","Dell","Notebook"
"HL1014","5","São Paulo","11/5/2017","698","R$ 1,100.00","R$ 5,500.00","Samsung","Celular"
"HL1001","3","Fortaleza","11/5/2017","468","R$ 2,600.00","R$ 7,800.00","LG","Televisão"
"HL1002","2","São Paulo","11/5/2017","160","R$ 2,500.00","R$ 5,000.00","Apple","Celular"
"HL1018","1","Salvador","11/5/2017","232","R$ 1,200.00","R$ 1,200.00","Xiaomi","Smart Watch"
"HL1015","2","Fortaleza","11/5/2017","612","R$ 700.00","R$ 1,400.00","Sony","Câmera"
"HL1009","2","Nova Iguaçu","11/5/2017","736","R$ 1,400.00","R$ 2,800.00","Motorola","Celular"
"HL1021","5","Rio de Janeiro","11/5/2017","107","R$ 3,000.00","R$ 15,000.00","Samsung","Celular"
"HL1003","3","São Paulo","11/5/2017","389","R$ 4,500.00","R$ 13,500.00","Samsung","Celular"
"HL1020","5","São Paulo","11/5/2017","140","R$ 1,500.00","R$ 7,500.00","Motorola","Celular"
"HL1009","3","Fortaleza","11/5/2017","183","R$ 1,400.00","R$ 4,200.00","Motorola","Celular"
"HL1020","2","Campinas","11/5/2017","199","R$ 1,500.00","R$ 3,000.00","Motorola","Celular"
"HL1021","1","Guarulhos","11/5/2017","577","R$ 3,000.00","R$ 3,000.00","Samsung","Celular"
"HL1010","5","São Paulo","12/5/2017","718","R$ 1,900.00","R$ 9,500.00","Apple","Celular"
"HL1014","5","Salvador","12/5/2017","692","R$ 1,100.00","R$ 5,500.00","Samsung","Celular"
"HL1008","2","Recife","12/5/2017","144","R$ 2,000.00","R$ 4,000.00","Philco","Televisão"
"HL1002","5","São Paulo","12/5/2017","773","R$ 2,500.00","R$ 12,500.00","Apple","Celular"
"HL1001","3","Fortaleza","12/5/2017","565","R$ 2,600.00","R$ 7,800.00","LG","Televisão"
"HL1012","4","Rio de Janeiro","12/5/2017","195","R$ 5,500.00","R$ 22,000.00","Dell","Notebook"
"HL1024","1","Salvador","12/5/2017","156","R$ 2,400.00","R$ 2,400.00","Acer","Notebook"
"HL1015","4","Fortaleza","12/5/2017","735","R$ 700.00","R$ 2,800.00","Sony","Câmera"
"HL1020","2","Campinas","12/5/2017","411","R$ 1,500.00","R$ 3,000.00","Motorola","Celular"
"HL1024","1","Goiânia","12/5/2017","65","R$ 2,400.00","R$ 2,400.00","Acer","Notebook"
"HL1020","3","Rio de Janeiro","12/5/2017","531","R$ 1,500.00","R$ 4,500.00","Motorola","Celular"
"HL1015","2","Guarulhos","12/5/2017","372","R$ 700.00","R$ 1,400.00","Sony","Câmera"
"HL1021","2","Curitiba","12/5/2017","95","R$ 3,000.00","R$ 6,000.00","Samsung","Celular"
"HL1007","1","Porto Alegre","12/5/2017","592","R$ 2,300.00","R$ 2,300.00","Dell","Notebook"
"HL1007","1","Salvador","12/5/2017","97","R$ 2,300.00","R$ 2,300.00","Dell","Notebook"
"HL1001","5","São Paulo","12/5/2017","114","R$ 2,600.00","R$ 13,000.00","LG","Televisão"
"HL1007","2","Salvador","12/5/2017","31","R$ 2,300.00","R$ 4,600.00","Dell","Notebook"
"HL1015","4","Salvador","12/5/2017","775","R$ 700.00","R$ 2,800.00","Sony","Câmera"
"HL1008","3","Curitiba","12/5/2017","498","R$ 2,000.00","R$ 6,000.00","Philco","Televisão"
"HL1012","3","São Paulo","12/5/2017","408","R$ 5,500.00","R$ 16,500.00","Dell","Notebook"
"HL1007","1","São Paulo","12/5/2017","105","R$ 2,300.00","R$ 2,300.00","Dell","Notebook"
"HL1002","2","Recife","1/4/2018","820","R$ 2,500.00","R$ 5,000.00","Apple","Celular"
"HL1008","2","Goiânia","1/4/2018","182","R$ 2,000.00","R$ 4,000.00","Philco","Televisão"
"HL1023","1","São Paulo","1/4/2018","541","R$ 1,500.00","R$ 1,500.00","Samsung","Notebook"
"HL1009","5","Fortaleza","1/4/2018","703","R$ 1,400.00","R$ 7,000.00","Motorola","Celular"
"HL1020","1","Belo Horizonte","1/4/2018","385","R$ 1,500.00","R$ 1,500.00","Motorola","Celular"
"HL1019","2","Rio de Janeiro","1/4/2018","572","R$ 6,500.00","R$ 13,000.00","Apple","Celular"
"HL1020","3","Fortaleza","1/4/2018","183","R$ 1,500.00","R$ 4,500.00","Motorola","Celular"
"HL1003","2","Guarulhos","1/4/2018","344","R$ 4,500.00","R$ 9,000.00","Samsung","Celular"
"HL1001","3","São Paulo","1/4/2018","797","R$ 2,600.00","R$ 7,800.00","LG","Televisão"
"HL1008","4","São Paulo","1/4/2018","450","R$ 2,000.00","R$ 8,000.00","Philco","Televisão"
"HL1019","1","Fortaleza","1/4/2018","781","R$ 6,500.00","R$ 6,500.00","Apple","Celular"
"HL1015","1","Fortaleza","1/4/2018","740","R$ 700.00","R$ 700.00","Sony","Câmera"
"HL1008","1","Recife","2/4/2018","672","R$ 2,000.00","R$ 2,000.00","Philco","Televisão"
"HL1023","5","São Paulo","2/4/2018","319","R$ 1,500.00","R$ 7,500.00","Samsung","Notebook"
"HL1001","1","Rio de Janeiro","2/4/2018","248","R$ 2,600.00","R$ 2,600.00","LG","Televisão"
"HL1023","2","Rio de Janeiro","2/4/2018","155","R$ 1,500.00","R$ 3,000.00","Samsung","Notebook"
"HL1009","1","Fortaleza","2/4/2018","519","R$ 1,400.00","R$ 1,400.00","Motorola","Celular"
"HL1018","2","Fortaleza","2/4/2018","171","R$ 1,200.00","R$ 2,400.00","Xiaomi","Smart Watch"
"HL1018","3","Fortaleza","2/4/2018","171","R$ 1,200.00","R$ 3,600.00","Xiaomi","Smart Watch"
"HL1024","5","São Paulo","2/4/2018","617","R$ 2,400.00","R$ 12,000.00","Acer","Notebook"
"HL1001","5","Nova Iguaçu","2/4/2018","33","R$ 2,600.00","R$ 13,000.00","LG","Televisão"
"HL1005","5","São Paulo","2/4/2018","608","R$ 1,500.00","R$ 7,500.00","Canon","Câmera"
"HL1015","3","Porto Alegre","2/4/2018","360","R$ 700.00","R$ 2,100.00","Sony","Câmera"
"HL1001","3","Rio de Janeiro","2/4/2018","125","R$ 2,600.00","R$ 7,800.00","LG","Televisão"
"HL1003","2","Recife","2/4/2018","768","R$ 4,500.00","R$ 9,000.00","Samsung","Celular"
"HL1001","5","Belo Horizonte","2/4/2018","590","R$ 2,600.00","R$ 13,000.00","LG","Televisão"
